,run,accuracy,roc_auc,FNR,FPR,accuracy_diff,roc_auc_diff,FNR_diff,FPR_diff,fnr_chi2_pvalue,fpr_chi2_pvalue,beta2,beta2_pvalue,accuracy_corrected,roc_auc_corrected,FNR_corrected,FPR_corrected,accuracy_corrected_diff,roc_auc_corrected_diff,FNR_corrected_diff,FPR_corrected_diff
73,73,0.8571428571428571,0.934499560667785,0.102803738317757,0.1794871794871795,0.04778972520907998,0.029544427938870688,-0.24656593406593408,0.08083282302510716,0.010817669610843308,0.38634416058553045,-0.11011701647343175,0.3052929684266368,0.8571428571428571,0.934499560667785,0.102803738317757,0.1794871794871795,0.04778972520907998,0.029544427938870688,-0.24656593406593408,0.08083282302510716
74,74,0.8705357142857143,0.9301861171020049,0.16822429906542055,0.09401709401709402,0.00021786492374731292,-0.017593175077993628,-0.14536082474226802,0.004981320049813193,0.46779142547333297,1.0,0.19291480994947652,0.06323218229665795,0.8705357142857143,0.9301861171020049,0.16822429906542055,0.09401709401709402,0.00021786492374731292,-0.017593175077993628,-0.14536082474226802,0.004981320049813193
75,75,0.8973214285714286,0.936816039619778,0.08411214953271028,0.11965811965811966,0.019105691056910623,0.021226388282585718,-0.10890151515151515,0.030312124849939975,0.5097833742702702,0.833883619698734,0.7463725080348279,0.0,0.7008928571428571,0.7475037942327662,0.34579439252336447,0.2564102564102564,0.16056910569105687,0.021226388282585718,0.3854166666666667,-0.4366746698679472
76,76,0.8839285714285714,0.9371355539579839,0.07476635514018691,0.15384615384615385,-0.006535947712418277,-0.011045499780964918,-0.11931818181818182,0.09616593337523571,0.41219297251224374,0.26090555563887685,0.6844757585029508,8.752554236934884e-12,0.7232142857142857,0.7775381420241233,0.2616822429906542,0.2905982905982906,0.34291938997821353,-0.011045499780964918,0.2916666666666667,-0.6068510370835952
77,77,0.8705357142857143,0.927869638150012,0.1308411214953271,0.1282051282051282,-0.020215226792718477,-0.006827924066135971,-0.002898550724637683,0.03214941824862218,1.0,0.8219754211689997,-0.024916935597554504,0.8156585892264894,0.8705357142857143,0.927869638150012,0.1308411214953271,0.1282051282051282,-0.020215226792718477,-0.006827924066135971,-0.002898550724637683,0.03214941824862218
78,78,0.84375,0.8950395398993529,0.11214953271028037,0.19658119658119658,0.05798816568047338,0.057058685994856195,-0.2225859247135843,0.04666666666666669,0.055500082416010774,0.7137532419752053,0.210749068228535,0.04600572049855445,0.8214285714285714,0.8685198498282611,0.1308411214953271,0.2222222222222222,0.07660032275416884,0.057058685994856195,-0.02618657937806876,-0.06190476190476191
79,79,0.8348214285714286,0.9112548925633037,0.14953271028037382,0.1794871794871795,-0.022440087145969456,-0.015753745618877657,0.05463917525773196,0.03268991282689912,1.0,0.8433132026819876,-0.019827686946644923,0.8454179506682558,0.8348214285714286,0.9112548925633037,0.14953271028037382,0.1794871794871795,-0.022440087145969456,-0.015753745618877657,0.05463917525773196,0.03268991282689912
80,80,0.8705357142857143,0.9311446601166228,0.1308411214953271,0.1282051282051282,-0.029210241615578725,-0.01858326858326853,0.006313131313131326,0.038461538461538464,1.0,0.7692869622326175,0.08096148965982514,0.42920540188746314,0.8705357142857143,0.9311446601166228,0.1308411214953271,0.1282051282051282,-0.029210241615578725,-0.01858326858326853,0.006313131313131326,0.038461538461538464
81,81,0.8348214285714286,0.8996724978033389,0.1588785046728972,0.17094017094017094,0.06570591108939905,0.061370367221430966,-0.16939443535188217,-0.015151515151515166,0.2455476133448779,1.0,0.43927240510762633,1.2114386368722307e-05,0.7678571428571429,0.8327342439491972,0.2523364485981308,0.21367521367521367,0.17293600390815822,0.061370367221430966,0.19967266775777415,-0.3777056277056277
82,82,0.84375,0.9163671219745986,0.22429906542056074,0.09401709401709402,0.009790209790209836,0.032043129065779996,-0.23502304147465436,0.03209242618741977,0.10484152657208003,0.81381978820834,0.7245672937822136,0.0,0.6651785714285714,0.7571291636712197,0.4766355140186916,0.20512820512820512,0.014093598708983301,0.032043129065779996,0.5483870967741935,-0.397625160462131
83,83,0.8794642857142857,0.9353782250978513,0.14953271028037382,0.09401709401709402,0.06454816285998011,0.11536996118631215,-0.05567010309278353,-0.10873664362036456,0.9965275657668099,0.10642436059425088,-0.12603127179316517,0.22369297322099868,0.8794642857142857,0.9353782250978513,0.14953271028037382,0.09401709401709402,0.06454816285998011,0.11536996118631215,-0.05567010309278353,-0.10873664362036456
84,84,0.8705357142857143,0.9267513379662913,0.1308411214953271,0.1282051282051282,0.017857142857142905,0.021418305399396598,-0.10986267166042446,0.03397734843437708,0.38027643419516866,0.826222546158304,-0.037095225649706604,0.7307651591847337,0.8705357142857143,0.9267513379662913,0.1308411214953271,0.1282051282051282,0.017857142857142905,0.021418305399396598,-0.10986267166042446,0.03397734843437708
85,85,0.8348214285714286,0.9142104001917086,0.1308411214953271,0.19658119658119658,-0.05021037868162692,0.046784288824383236,-0.21359890109890112,0.22140330188679247,0.053043908377192944,0.005674325245709531,-0.4966196141451152,1.6797319091210738e-10,0.7991071428571429,0.8959980829139707,0.21495327102803738,0.18803418803418803,0.0447872837774661,0.046784288824383236,-0.9230769230769231,0.34375
86,86,0.8883928571428571,0.9402508187554915,0.102803738317757,0.11965811965811966,-0.02934407364787106,-0.013241963452047534,-0.08758169934640524,0.10054021608643458,0.5124009488783356,0.17243061095958534,0.3051466140376277,0.00507103558281119,0.8526785714285714,0.9158079718827382,0.11214953271028037,0.1794871794871795,0.07038741848868435,-0.013241963452047534,0.06339869281045751,-0.11254501800720287
87,87,0.8616071428571429,0.9339404105759246,0.1308411214953271,0.1452991452991453,0.012854030501089353,0.02288359788359773,-0.09977324263038548,0.01944444444444446,0.7391186752406407,0.9834530708960179,0.06902378287076065,0.5057329509170607,0.8616071428571429,0.9339404105759246,0.1308411214953271,0.1452991452991453,0.012854030501089353,0.02288359788359773,-0.09977324263038548,0.01944444444444446
88,88,0.8794642857142857,0.9382538541417045,0.11214953271028037,0.1282051282051282,-0.0551573078454799,-0.011585392713977294,-0.02463768115942029,0.10759878419452888,1.0,0.1542597564154918,1.2652222343009842,0.0,0.5625,0.6162632798146817,0.4672897196261682,0.41025641025641024,0.4432497013142175,-0.011585392713977294,0.5434782608695652,-0.9857142857142858
89,89,0.8705357142857143,0.9340202891604761,0.1308411214953271,0.1282051282051282,0.03931034482758622,0.05559348390889607,-0.2603686635944701,0.06481481481481481,0.023315215086752782,0.5039494727768727,-0.118957501297916,0.26036661804956585,0.8705357142857143,0.9340202891604761,0.1308411214953271,0.1282051282051282,0.03931034482758622,0.05559348390889607,-0.2603686635944701,0.06481481481481481
90,90,0.8705357142857143,0.9182842080038341,0.14953271028037382,0.1111111111111111,-0.02700376546530392,-0.013939398988826013,-0.2006802721088435,0.0756276791181874,0.2596108797638499,0.3318949532355679,0.350410436677414,0.0005844338193030651,0.8080357142857143,0.8657240993689591,0.18691588785046728,0.19658119658119658,0.1311457772996234,-0.013939398988826013,0.20408163265306123,-0.2492345376607471
91,91,0.8571428571428571,0.9261123092898794,0.1308411214953271,0.15384615384615385,-0.007253768559446927,0.01649080086580068,-0.25946969696969696,0.11980519480519482,0.05175157436790539,0.15168895543011715,-0.15155975155853596,0.1329033382207132,0.8571428571428571,0.9261123092898794,0.1308411214953271,0.15384615384615385,-0.007253768559446927,0.01649080086580068,-0.25946969696969696,0.11980519480519482
92,92,0.8214285714285714,0.8936017253774263,0.1588785046728972,0.19658119658119658,-0.03619110669756154,0.06349395285565507,-0.2569558101472995,0.1847402597402597,0.04875935269855389,0.03236603730381731,-0.1986273977455988,0.020259193458659785,0.8169642857142857,0.8849748382458663,0.1588785046728972,0.20512820512820512,-0.017323182169259654,0.06349395285565507,-0.4320785597381342,0.2357142857142857
93,93,0.8571428571428571,0.9266714593817398,0.14953271028037382,0.13675213675213677,0.010592519033432612,0.021616161616161644,-0.44128787878787873,0.13904761904761906,0.0005792542560984113,0.06885006547814551,0.12747539673101,0.21984994003328295,0.8571428571428571,0.9266714593817398,0.14953271028037382,0.13675213675213677,0.010592519033432612,0.021616161616161644,-0.44128787878787873,0.13904761904761906
94,94,0.8794642857142857,0.9324227174694464,0.07476635514018691,0.1623931623931624,-0.046323223930203605,-0.016382258925343285,-0.07834101382488479,0.15099626400996263,0.6212751736484785,0.059240738023535425,-0.3446354380395707,0.0010668429105216148,0.8392857142857143,0.9215592299704449,0.14018691588785046,0.1794871794871795,0.08558371416701294,-0.016382258925343285,-0.8248847926267281,0.2512453300124533
95,95,0.8705357142857143,0.9277098809809091,0.1308411214953271,0.1282051282051282,0.06630824372759847,0.05739906374814796,-0.17665418227215982,-0.013075965130759648,0.10022623824243748,1.0,-0.05013501158356331,0.6379794636742147,0.8705357142857143,0.9277098809809091,0.1308411214953271,0.1282051282051282,0.06630824372759847,0.05739906374814796,-0.17665418227215982,-0.013075965130759648
96,96,0.8303571428571429,0.9269110951353942,0.14018691588785046,0.19658119658119658,0.059523809523809534,0.0298713203619847,-0.0895691609977324,-0.027051671732522792,0.8110371526205097,0.9015534258186984,-0.0033906319302035607,0.9743332231631614,0.8303571428571429,0.9269110951353942,0.14018691588785046,0.19658119658119658,0.059523809523809534,0.0298713203619847,-0.0895691609977324,-0.027051671732522792
97,97,0.84375,0.9329818675613067,0.14018691588785046,0.17094017094017094,-0.03977272727272729,0.024593543457061884,-0.015548281505728317,0.08083623693379792,1.0,0.4264181246789057,0.21913335594398284,0.03470459222567612,0.8482142857142857,0.9072609633357297,0.16822429906542055,0.13675213675213677,0.07196969696969702,0.024593543457061884,0.01636661211129295,-0.13101045296167246
98,98,0.8392857142857143,0.9122134355779216,0.1308411214953271,0.18803418803418803,0.024827586206896624,0.028086831001554513,0.053508771929824575,-0.03331112591605595,0.9492259431614861,0.8577727145347713,0.19527597212696468,0.06388422160985563,0.8392857142857143,0.9122134355779216,0.1308411214953271,0.18803418803418803,0.024827586206896624,0.028086831001554513,0.053508771929824575,-0.03331112591605595
99,99,0.8169642857142857,0.8981548046968607,0.19626168224299065,0.17094017094017094,0.06455102776776056,0.032213157213157206,0.07702020202020202,-0.1282051282051282,0.948278958832913,0.1399351004857147,0.17187712865409419,0.08455311266905996,0.8169642857142857,0.8981548046968607,0.19626168224299065,0.17094017094017094,0.06455102776776056,0.032213157213157206,0.07702020202020202,-0.1282051282051282
