,run,accuracy,roc_auc,FNR,FPR,accuracy_diff,roc_auc_diff,FNR_diff,FPR_diff,fnr_chi2_pvalue,fpr_chi2_pvalue,beta2,beta2_pvalue,accuracy_corrected,roc_auc_corrected,FNR_corrected,FPR_corrected,accuracy_corrected_diff,roc_auc_corrected_diff,FNR_corrected_diff,FPR_corrected_diff
35,35,0.8348214285714286,0.9082594456426232,0.14018691588785046,0.18803418803418803,0.00203252032520318,-0.03443146019642862,-0.08525345622119815,0.05909369259032454,0.6572408272791709,0.577633635276789,0.05654487198701152,0.5991598022066436,0.8348214285714286,0.9082594456426232,0.14018691588785046,0.18803418803418803,0.00203252032520318,-0.03443146019642862,-0.08525345622119815,0.05909369259032454
36,36,0.8928571428571429,0.9480789200415368,0.12149532710280374,0.09401709401709402,-0.018750000000000044,0.008329062121302466,-0.06535947712418302,0.050455927051671734,0.725007888687665,0.5527245598450522,0.1119806047552237,0.29149824238086297,0.8928571428571429,0.9480789200415368,0.12149532710280374,0.09401709401709402,-0.018750000000000044,0.008329062121302466,-0.06535947712418302,0.050455927051671734
37,37,0.8883928571428571,0.9344196820832334,0.1308411214953271,0.09401709401709402,-0.03646635850025681,-0.0045365931993838204,0.08035714285714285,0.0015713387806411128,0.633314367046569,1.0,0.5153117213681734,9.026941270029454e-07,0.7678571428571429,0.8366482945922198,0.27102803738317754,0.19658119658119658,0.09902413970210577,-0.0045365931993838204,0.2451923076923077,-0.3142677561282212
38,38,0.8616071428571429,0.9114945283169581,0.1588785046728972,0.11965811965811966,-0.00827540549486927,0.014847045559104988,-0.04536082474226805,0.0053425518541797695,1.0,1.0,-1.1968479469824822,0.0,0.8214285714285714,0.8829778736320791,0.1588785046728972,0.19658119658119658,0.013240648791790766,0.014847045559104988,-0.9278350515463918,0.3108108108108108
39,39,0.8392857142857143,0.8978352903586547,0.14018691588785046,0.1794871794871795,0.011916583912611634,0.0389419091546751,-0.10310965630114569,0.04480519480519482,0.5635992594513206,0.7300224920204602,0.036058609166476775,0.7311337343457545,0.8392857142857143,0.8978352903586547,0.14018691588785046,0.1794871794871795,0.011916583912611634,0.0389419091546751,-0.10310965630114569,0.04480519480519482
40,40,0.8883928571428571,0.945602683920441,0.11214953271028037,0.1111111111111111,-0.031021006350757108,0.016202582116972453,-0.013888888888888895,0.04763491005996004,1.0,0.6500544145568294,-0.022617092362440278,0.826580481746213,0.8883928571428571,0.945602683920441,0.11214953271028037,0.1111111111111111,-0.031021006350757108,0.016202582116972453,-0.013888888888888895,0.04763491005996004
41,41,0.8348214285714286,0.9213994728013419,0.19626168224299065,0.13675213675213677,0.013761949784641181,0.05926111615955887,-0.3350515463917526,0.050759878419452883,0.03384939092288763,0.6107635119694239,-0.10866489085526829,0.3017271072931442,0.8348214285714286,0.9213994728013419,0.19626168224299065,0.13675213675213677,0.013761949784641181,0.05926111615955887,-0.3350515463917526,0.050759878419452883
42,42,0.8705357142857143,0.9356977394360572,0.14953271028037382,0.1111111111111111,-0.04858387799564279,0.018108604845446852,-0.019298245614035092,0.06190476190476191,1.0,0.47432830751856436,-0.2130817289396585,0.039980777876521545,0.8526785714285714,0.9329019889767554,0.1588785046728972,0.13675213675213677,-0.023311546840958597,0.018108604845446852,-0.29035087719298247,0.13904761904761906
43,43,0.8705357142857143,0.9379343398034987,0.14953271028037382,0.1111111111111111,-0.037699024139702164,-0.009311045648254912,0.028846153846153855,0.02859836580766814,1.0,0.8654131470031137,0.20715751867439164,0.009511549843701284,0.8616071428571429,0.9161274862209442,0.14953271028037382,0.1282051282051282,-0.026810477657935317,-0.009311045648255023,0.17582417582417584,-0.0546825895663105
44,44,0.8571428571428571,0.9375349468807413,0.17757009345794392,0.1111111111111111,0.023936418887330557,0.040104286481098095,-0.1036231884057971,-0.03439153439153439,0.5422083847644065,0.7679568897333203,-0.09525460299079179,0.3798353007385227,0.8571428571428571,0.9375349468807413,0.17757009345794392,0.1111111111111111,0.023936418887330557,0.040104286481098095,-0.1036231884057971,-0.03439153439153439
45,45,0.8616071428571429,0.9329818675613069,0.1308411214953271,0.1452991452991453,0.026158209895997486,0.00579922027290436,-0.3219298245614035,0.09166666666666666,0.007772957063520991,0.27167241862862535,0.15572224330013876,0.09658297806742167,0.8616071428571429,0.9329818675613069,0.1308411214953271,0.1452991452991453,0.026158209895997486,0.00579922027290436,-0.3219298245614035,0.09166666666666666
46,46,0.8392857142857143,0.9131719785925394,0.18691588785046728,0.13675213675213677,0.026953635723624636,0.04494794856093065,-0.0927536231884058,-0.025413349663196583,0.6189649690989969,0.9081650459189096,-0.08876313971682849,0.38038425359496664,0.8392857142857143,0.9131719785925394,0.18691588785046728,0.13675213675213677,0.026953635723624636,0.04494794856093065,-0.0927536231884058,-0.025413349663196583
47,47,0.8526785714285714,0.9377745826343957,0.08411214953271028,0.20512820512820512,0.0788921990510868,-0.03440683039508874,0.09183673469387756,-0.07191780821917809,0.7470591563978107,0.48588877536086217,0.020300910103879324,0.8451546146329545,0.8526785714285714,0.9377745826343957,0.08411214953271028,0.20512820512820512,0.0788921990510868,-0.03440683039508874,0.09183673469387756,-0.07191780821917809
48,48,0.8571428571428571,0.9248342519370556,0.18691588785046728,0.10256410256410256,-0.0739573484609728,-0.03134827865227152,0.037643207855973804,0.05510585305105853,1.0,0.5240304363967839,-0.30091451689282434,1.1528555887707626e-12,0.8303571428571429,0.9256330377825704,0.18691588785046728,0.15384615384615385,-0.01575795776867317,-0.03134827865227152,-0.40016366612111287,0.17372353673723534
49,49,0.84375,0.9227973480309929,0.14953271028037382,0.1623931623931624,-0.014308768154921991,0.0070528300638460495,-0.2070175438596491,0.10967944688874923,0.14284359987099995,0.1967316129509888,-0.018496321413417408,0.8592209786792853,0.84375,0.9227973480309929,0.14953271028037382,0.1623931623931624,-0.014308768154921991,0.0070528300638460495,-0.2070175438596491,0.10967944688874923
50,50,0.8348214285714286,0.923396437415129,0.14018691588785046,0.18803418803418803,0.0018939393939393367,0.008755272327159336,-0.002857142857142836,0.0266367137355584,1.0,0.9172920591993889,-0.06308542682123888,0.5272080424902512,0.8348214285714286,0.923396437415129,0.14018691588785046,0.18803418803418803,0.0018939393939393367,0.008755272327159336,-0.002857142857142836,0.0266367137355584
51,51,0.84375,0.9145299145299145,0.1308411214953271,0.1794871794871795,0.012820512820512775,0.05610281630689784,-0.22108843537414963,0.08116883116883117,0.1719805822270124,0.4461539115472608,-0.02952224310491938,0.772188787628912,0.84375,0.9145299145299145,0.1308411214953271,0.1794871794871795,0.012820512820512775,0.05610281630689784,-0.22108843537414963,0.08116883116883117
52,52,0.8616071428571429,0.9423276619538301,0.14953271028037382,0.1282051282051282,0.05356321839080469,0.021043647074574956,-0.05567010309278353,-0.07110389610389609,0.9965275657668099,0.42386350602768874,0.9096817227040924,0.0,0.5714285714285714,0.6732965891844397,0.5046728971962616,0.358974358974359,0.4781609195402298,0.021043647074574956,0.5567010309278351,-0.974025974025974
53,53,0.8303571428571429,0.9182043294192826,0.16822429906542055,0.17094017094017094,-0.086530612244898,-0.01833807491702233,-0.09210526315789475,0.17094594594594595,0.6934341788029172,0.04338923489598018,0.3824445718782641,0.00018352459440973412,0.8125,0.8762680725297547,0.22429906542056074,0.15384615384615385,-0.004897959183673528,-0.01833807491702233,0.1587719298245614,-0.09121621621621623
54,54,0.8883928571428571,0.958223500279575,0.12149532710280374,0.10256410256410256,0.018750000000000044,0.021824164448388195,-0.09130434782608697,0.0009003601440576159,0.5635992594513206,1.0,0.044902987381901814,0.6755312405197973,0.8883928571428571,0.958223500279575,0.12149532710280374,0.10256410256410256,0.018750000000000044,0.021824164448388195,-0.09130434782608697,0.0009003601440576159
55,55,0.8705357142857143,0.9345794392523364,0.17757009345794392,0.08547008547008547,-0.05837141670128798,-0.032513048943786926,-0.1036231884057971,0.09836580766813326,0.5422083847644065,0.13572623897714606,-0.6975493000129579,0.0,0.8526785714285714,0.8710759645339085,0.19626168224299065,0.10256410256410256,0.15018695471541332,-0.032513048943786926,-0.9347826086956522,0.16216216216216217
56,56,0.8214285714285714,0.890246824826264,0.14953271028037382,0.20512820512820512,0.06439393939393934,0.11138400171572704,-0.23886328725038403,0.04039688164422395,0.053043908377192944,0.8109508704349473,-0.42837693808173727,2.8460018285159094e-05,0.7991071428571429,0.8777058870516814,0.19626168224299065,0.20512820512820512,0.11553030303030298,0.11138400171572704,-0.5960061443932412,0.12331679659815734
57,57,0.8258928571428571,0.9239555875069894,0.19626168224299065,0.15384615384615385,-0.04166666666666663,-0.028879144707949167,-0.19318181818181818,0.08423913043478261,0.38946694096299195,0.3262212429615958,-0.03010073567600556,0.7719931948590562,0.8258928571428571,0.9239555875069894,0.19626168224299065,0.15384615384615385,-0.04166666666666663,-0.028879144707949167,-0.19318181818181818,0.08423913043478261
58,58,0.8303571428571429,0.9178049364965253,0.19626168224299065,0.1452991452991453,0.046875,0.014539055872710205,-0.020737327188940086,-0.09552238805970151,1.0,0.23591020651318712,1.0480983216739934,0.0,0.5223214285714286,0.5843917245786404,0.5233644859813084,0.4358974358974359,0.42500000000000004,0.014539055872710205,0.6021505376344086,-0.9850746268656716
59,59,0.8169642857142857,0.8986340762041696,0.18691588785046728,0.1794871794871795,0.010698401250150313,0.07787126594559324,-0.1551155115511551,0.01347881899871628,0.6832903567921385,1.0,0.057749341496139375,0.574868765868858,0.8169642857142857,0.8986340762041696,0.18691588785046728,0.1794871794871795,0.010698401250150313,0.07787126594559324,-0.1551155115511551,0.01347881899871628
60,60,0.8303571428571429,0.9193226296030034,0.1588785046728972,0.1794871794871795,0.020479302832244084,0.009218316956412287,-0.19047619047619047,0.03888888888888889,0.30793208326695215,0.7751236789961263,-0.04784225884517471,0.6217907073953706,0.8303571428571429,0.9193226296030034,0.1588785046728972,0.1794871794871795,0.020479302832244084,0.009218316956412287,-0.19047619047619047,0.03888888888888889
61,61,0.8973214285714286,0.9622174295071492,0.056074766355140186,0.1452991452991453,0.074062401512764,0.04137426900584795,-0.03070175438596491,-0.052777777777777785,1.0,0.6041096875930145,0.047350365270665905,1.1223078710820289e-07,0.8883928571428571,0.9571052000958543,0.07476635514018691,0.1452991452991453,0.0620863536085724,0.04137426900584795,-0.009649122807017546,-0.052777777777777785
62,62,0.8660714285714286,0.9480789200415369,0.17757009345794392,0.09401709401709402,0.04166666666666663,0.07255058703922335,-0.6186868686868687,0.06688311688311688,8.720057010045775e-05,0.3998441384739786,-0.37425602391893203,1.85918766919535e-05,0.8705357142857143,0.9337007748222701,0.14953271028037382,0.1111111111111111,0.04734848484848486,0.07255058703922335,-0.9191919191919192,0.16883116883116883
63,63,0.8616071428571429,0.9273104880581515,0.18691588785046728,0.09401709401709402,-0.0494252873563219,-0.017536342675363525,-0.1551155115511551,0.04140722291407223,0.6832903567921385,0.6771163188328841,0.159672920007933,0.11791165225103284,0.8616071428571429,0.9273104880581515,0.18691588785046728,0.09401709401709402,-0.0494252873563219,-0.017536342675363525,-0.1551155115511551,0.04140722291407223
64,64,0.8616071428571429,0.9119737998242672,0.1308411214953271,0.1452991452991453,-0.06472887151929652,-0.08154440444044408,-0.03795379537953794,0.10681818181818183,1.0,0.2010113119140065,-0.01652960506743387,0.8677212252347037,0.8616071428571429,0.9119737998242672,0.1308411214953271,0.1452991452991453,-0.06472887151929652,-0.08154440444044408,-0.03795379537953794,0.10681818181818183
65,65,0.875,0.9294672098410417,0.09345794392523364,0.15384615384615385,0.006839276990718179,-0.0011836992861661289,-0.13901689708141318,0.08272058823529413,0.24056544592789872,0.41334044897143296,-0.35842304500491107,0.00046448923361142036,0.8258928571428571,0.9044652128764278,0.16822429906542055,0.1794871794871795,0.13654127992183684,-0.0011836992861661289,-0.8748079877112136,0.24705882352941178
66,66,0.9017857142857143,0.9439252336448598,0.09345794392523364,0.10256410256410256,0.05054969964864553,0.018896447467875888,-0.26190476190476186,0.01142857142857144,0.04713960236421365,1.0,-0.07021941945655563,0.49973351342945427,0.9017857142857143,0.9439252336448598,0.09345794392523364,0.10256410256410256,0.05054969964864553,0.018896447467875888,-0.26190476190476186,0.01142857142857144
67,67,0.8482142857142857,0.9028676411853982,0.1308411214953271,0.17094017094017094,0.019607843137254832,-0.010278242910777724,-0.1137479541734861,0.037869062901155326,0.48320339504294185,0.7935032147421992,-0.10097976688471683,0.330486182457733,0.8482142857142857,0.9028676411853982,0.1308411214953271,0.17094017094017094,0.019607843137254832,-0.010278242910777724,-0.1137479541734861,0.037869062901155326
68,68,0.8883928571428571,0.937415129003914,0.102803738317757,0.11965811965811966,0.020763851533082356,-0.014641882939755213,-0.14566284779050737,0.0380952380952381,0.25692530421096343,0.7549446624560529,0.10443642204928225,0.3013341421757114,0.8883928571428571,0.937415129003914,0.102803738317757,0.11965811965811966,0.020763851533082356,-0.014641882939755213,-0.14566284779050737,0.0380952380952381
69,69,0.875,0.9269909737199455,0.12149532710280374,0.1282051282051282,-0.026515151515151603,-0.022392604800492655,-0.21194762684124388,0.1421602787456446,0.08194116743492857,0.0712202932987915,0.3998255573921958,1.4390687641530064e-07,0.8392857142857143,0.9040658199536703,0.18691588785046728,0.13675213675213677,0.007575757575757569,-0.022392604800492655,0.12520458265139114,-0.0902439024390244
70,70,0.875,0.9348989535905423,0.11214953271028037,0.13675213675213677,0.06040061633281968,0.017575524833589373,-0.11751152073732718,-0.030555555555555558,0.39821909656718646,0.8481732572925467,-0.06555664788184584,0.5284190570424854,0.875,0.9348989535905423,0.11214953271028037,0.13675213675213677,0.06040061633281968,0.017575524833589373,-0.11751152073732718,-0.030555555555555558
71,71,0.8616071428571429,0.9190829938493489,0.1308411214953271,0.1452991452991453,-0.02686161169670176,-0.009382179474458407,-0.1137479541734861,0.0982678214523651,0.48320339504294185,0.2574724293115165,-0.21212153588742513,0.04041757733710094,0.8616071428571429,0.9181244508347312,0.1308411214953271,0.1452991452991453,-0.0014734217386377368,-0.009382179474458407,-0.20130932896890347,0.0982678214523651
72,72,0.8482142857142857,0.9150890646217749,0.17757009345794392,0.1282051282051282,-0.09996689837802053,-0.04440373084610272,-0.026086956521739146,0.1508994003997335,1.0,0.04647200764415662,0.18144305421309323,0.08392400452483817,0.8482142857142857,0.9150890646217749,0.17757009345794392,0.1282051282051282,-0.09996689837802053,-0.04440373084610272,-0.026086956521739146,0.1508994003997335
