,run,accuracy,roc_auc,FNR,FPR,accuracy_diff,roc_auc_diff,FNR_diff,FPR_diff,beta2,beta2_pvalue,accuracy_corrected,roc_auc_corrected,FNR_corrected,FPR_corrected,accuracy_corrected_diff,roc_auc_corrected_diff,FNR_corrected_diff,FPR_corrected_diff
34,34,0.84375,0.9179646936656284,0.1588785046728972,0.15384615384615385,-0.05702504274363873,0.014540641239337182,-0.14592933947772657,0.1504559270516717,0.11787506259537887,0.2682901961269746,0.84375,0.9179646936656284,0.1588785046728972,0.15384615384615385,-0.05702504274363873,0.014540641239337182,-0.14592933947772657,0.1504559270516717
35,35,0.8571428571428571,0.90997683521048,0.12149532710280374,0.1623931623931624,0.009756097560975618,-0.024131229640583007,-0.024577572964669725,0.01684017146356398,0.392034015923854,0.00021832449819614297,0.7723214285714286,0.8434779135713715,0.21495327102803738,0.23931623931623933,0.14430894308943099,-0.024131229640583007,0.16513056835637482,-0.2862829148805879
36,36,0.8928571428571429,0.9472002556114705,0.14018691588785046,0.07692307692307693,-0.04062500000000002,0.005032282416512657,-0.0431372549019608,0.057446808510638304,0.023102276105658372,0.021464410292490133,0.8928571428571429,0.9456825625049924,0.14953271028037382,0.06837606837606838,-0.04062500000000002,0.005032282416512657,-0.0320261437908497,0.043161094224924014
37,37,0.8705357142857143,0.934180046329579,0.16822429906542055,0.09401709401709402,-0.037699024139702164,-0.0003246282316049509,0.05082417582417584,0.0015713387806411128,-0.09329085586323609,0.38359299722254026,0.8705357142857143,0.934180046329579,0.16822429906542055,0.09401709401709402,-0.037699024139702164,-0.0003246282316049509,0.05082417582417584,0.0015713387806411128
38,38,0.8348214285714286,0.9096972601645499,0.1588785046728972,0.17094017094017094,-0.04336312479311488,0.004526751637756177,-0.04536082474226805,0.08642363293526086,-0.06206589690410221,0.5544461423110207,0.8348214285714286,0.9096972601645499,0.1588785046728972,0.17094017094017094,-0.04336312479311488,0.004526751637756177,-0.04536082474226805,0.08642363293526086
39,39,0.84375,0.9016694624171259,0.12149532710280374,0.18803418803418803,0.042480414873662053,0.03565955321274461,-0.12438625204582653,0.019805194805194826,-0.09612520762186944,0.36214303980680307,0.84375,0.9016694624171259,0.12149532710280374,0.18803418803418803,0.042480414873662053,0.03565955321274461,-0.12438625204582653,0.019805194805194826
40,40,0.8928571428571429,0.947280134196022,0.09345794392523364,0.11965811965811966,-0.025403028822667317,0.0339634687985787,-0.03409090909090909,0.06029313790806129,-0.14832733291214356,0.14102849015244234,0.8928571428571429,0.947280134196022,0.09345794392523364,0.11965811965811966,-0.025403028822667317,0.0339634687985787,-0.03409090909090909,0.06029313790806129
41,41,0.8482142857142857,0.9222381979391324,0.18691588785046728,0.11965811965811966,-0.015337745561508576,0.08035753454704986,-0.34536082474226804,0.09331306990881459,0.7145224925432646,9.103828801926284e-15,0.6785714285714286,0.7298106877546129,0.37383177570093457,0.27350427350427353,0.18069124908078582,0.08035753454704986,0.41237113402061853,-0.4674772036474164
42,42,0.8616071428571429,0.9353782250978513,0.1588785046728972,0.11965811965811966,-0.03594771241830064,0.023199665831244887,-0.008771929824561403,0.0380952380952381,-0.1340211323468407,0.18947287077400876,0.8616071428571429,0.9353782250978513,0.1588785046728972,0.11965811965811966,-0.03594771241830064,0.023199665831244887,-0.008771929824561403,0.0380952380952381
43,43,0.8705357142857143,0.9352184679287483,0.1308411214953271,0.1282051282051282,-0.08371854134565992,-0.020587991518224102,0.15384615384615385,0.05562539283469517,-0.3226162021754017,0.0019307173329121685,0.84375,0.9311446601166228,0.1308411214953271,0.1794871794871795,0.06399589111453519,-0.020587991518224102,-0.507554945054945,0.17347580138277813
44,44,0.8705357142857143,0.9389727614026679,0.16822429906542055,0.09401709401709402,0.043291257597008026,0.029829000843493603,-0.11449275362318839,-0.06613756613756613,-0.07399158838306431,0.49332452033685237,0.8705357142857143,0.9389727614026679,0.16822429906542055,0.09401709401709402,0.043291257597008026,0.029829000843493603,-0.11449275362318839,-0.06613756613756613
45,45,0.8794642857142857,0.9353782250978512,0.11214953271028037,0.1282051282051282,0.0030465385019435853,0.0025828460038985757,-0.24912280701754386,0.09999999999999999,0.43536261060171466,2.3080399172092925e-05,0.8125,0.8769071012061667,0.205607476635514,0.17094017094017094,0.12501313163147387,0.0025828460038985757,0.23157894736842105,-0.30000000000000004
46,46,0.8348214285714286,0.9135713715152968,0.19626168224299065,0.13675213675213677,0.043347078346575474,0.05083690549091646,-0.0818840579710145,-0.06123698714023269,1.3679407189206194,0.0,0.5267857142857143,0.6149053438773066,0.5420560747663551,0.41025641025641024,0.38600020114653527,0.05083690549091646,0.6304347826086957,-0.971830985915493
47,47,0.8526785714285714,0.938493489895359,0.07476635514018691,0.21367521367521367,0.05417632130641059,-0.04170302409049975,0.08163265306122448,-0.021793275217932756,0.4809138125532571,1.2866273642053727e-06,0.78125,0.8120456905503635,0.18691588785046728,0.24786324786324787,0.3066313582698885,-0.04170302409049975,0.20408163265306123,-0.4769613947696139
48,48,0.8616071428571429,0.9271507308890485,0.16822429906542055,0.1111111111111111,-0.06796932450887694,-0.04329458067435321,0.01636661211129295,0.06880448318804483,0.2518566184305255,0.007750966508246915,0.8348214285714286,0.8890486460579918,0.21495327102803738,0.11965811965811966,-0.056833701019014526,-0.04329458067435321,0.24468085106382978,-0.06320049813200498
49,49,0.8303571428571429,0.9184839044652129,0.16822429906542055,0.17094017094017094,0.016137708445400745,0.02363210824043127,-0.27982456140350875,0.08642363293526086,-0.10160143939354079,0.31041236138357897,0.8303571428571429,0.9184839044652129,0.16822429906542055,0.17094017094017094,0.016137708445400745,0.02363210824043127,-0.27982456140350875,0.08642363293526086
50,50,0.8482142857142857,0.9285885454109752,0.12149532710280374,0.1794871794871795,-0.03409090909090906,-0.010045387859893617,-0.022857142857142854,0.08857509627727855,-0.03044413212706063,0.7673509344506662,0.8482142857142857,0.9285885454109752,0.12149532710280374,0.1794871794871795,-0.03409090909090906,-0.010045387859893617,-0.022857142857142854,0.08857509627727855
51,51,0.8482142857142857,0.910296349548686,0.1308411214953271,0.17094017094017094,-0.01098901098901095,0.06728914509526762,-0.22108843537414963,0.11147186147186147,-0.5403281303737644,0.0,0.8214285714285714,0.8905263998721942,0.11214953271028037,0.23931623931623933,0.04395604395604402,0.06728914509526762,-0.9693877551020408,0.3333333333333333
52,52,0.8794642857142857,0.9416886332774184,0.11214953271028037,0.1282051282051282,0.05080459770114942,0.032472553219975886,0.013402061855670097,-0.07110389610389609,0.4403573385036367,2.858957559581654e-08,0.8125,0.8725936576403865,0.17757009345794392,0.19658119658119658,0.2220689655172413,0.032472553219975886,0.1958762886597938,-0.3850649350649351
53,53,0.8348214285714286,0.9108554996405464,0.16822429906542055,0.1623931623931624,-0.0546938775510204,-0.025296348980559658,-0.09210526315789475,0.11891891891891893,1.0399040858086137,0.0,0.6071428571428571,0.6575605080277978,0.4485981308411215,0.3418803418803419,0.46367346938775506,-0.025296348980559658,0.5052631578947369,-0.9625
54,54,0.90625,0.9602204648933621,0.11214953271028037,0.07692307692307693,0.043749999999999956,0.031983663030429765,-0.10217391304347827,-0.04321728691476591,0.01309351138982746,0.9036930225389659,0.90625,0.9602204648933621,0.11214953271028037,0.07692307692307693,0.043749999999999956,0.031983663030429765,-0.10217391304347827,-0.04321728691476591
55,55,0.8705357142857143,0.9334611390686157,0.16822429906542055,0.09401709401709402,-0.035105941005400876,-0.03781711438435387,-0.19202898550724637,0.11187932118164677,-0.23162999624277938,0.029527794966592413,0.8392857142857143,0.9221183800623053,0.22429906542056074,0.10256410256410256,0.06231823847112583,-0.03781711438435387,-0.6695652173913044,0.16216216216216217
56,56,0.8214285714285714,0.888090103043374,0.14953271028037382,0.20512820512820512,0.06439393939393934,0.10775658883841133,-0.23886328725038403,0.04039688164422395,0.03486755360865521,0.7387043948129821,0.8214285714285714,0.888090103043374,0.14953271028037382,0.20512820512820512,0.06439393939393934,0.10775658883841133,-0.23886328725038403,0.04039688164422395
57,57,0.8482142857142857,0.9273903666427031,0.18691588785046728,0.11965811965811966,-0.059523809523809534,-0.01480269177280047,-0.2032828282828283,0.09692028985507245,0.24175170594758022,0.020298532896232624,0.8303571428571429,0.8967169901749341,0.21495327102803738,0.1282051282051282,-0.011904761904761973,-0.01480269177280047,-0.03787878787878787,-0.029891304347826095
58,58,0.8303571428571429,0.9193226296030035,0.18691588785046728,0.15384615384615385,0.06874999999999998,0.027909301419171584,-0.03149001536098309,-0.1155223880597015,-0.5873859218945444,2.220446049250313e-16,0.8303571428571429,0.9153287003754293,0.2336448598130841,0.1111111111111111,0.06874999999999998,0.027909301419171584,-0.8817204301075269,0.19402985074626866
59,59,0.8169642857142857,0.9009904944484384,0.17757009345794392,0.18803418803418803,0.010698401250150313,0.07530440142858963,-0.165016501650165,0.0266367137355584,-0.5869194853806964,9.337248751961624e-10,0.84375,0.9096173815799984,0.14953271028037382,0.1623931623931624,-0.009255920182714261,0.07530440142858963,-0.900990099009901,0.21245186136071886
60,60,0.8348214285714286,0.9170860292355619,0.1588785046728972,0.17094017094017094,-0.022440087145969456,0.019356261022927645,-0.3117913832199546,0.1333333333333333,0.1295350755270207,0.21737213791966226,0.8348214285714286,0.9170860292355619,0.1588785046728972,0.17094017094017094,-0.022440087145969456,0.019356261022927645,-0.3117913832199546,0.1333333333333333
61,61,0.8928571428571429,0.9587027717868839,0.056074766355140186,0.15384615384615385,0.09160626116188675,0.04576023391812867,-0.03070175438596491,-0.07500000000000001,-0.21620144939911437,0.03693969131546471,0.8794642857142857,0.963175972521767,0.11214953271028037,0.1282051282051282,0.07364218930559929,0.04576023391812867,-0.5307017543859649,0.09999999999999999
62,62,0.8794642857142857,0.9462417125968529,0.1588785046728972,0.08547008547008547,0.032196969696969724,0.08452585924176814,-0.5037878787878788,0.0538961038961039,-0.7162695841814793,0.0,0.8526785714285714,0.9170061506510105,0.11214953271028037,0.1794871794871795,0.024621212121212044,0.08452585924176814,-0.9595959595959596,0.2727272727272727
63,63,0.8482142857142857,0.9213994728013419,0.19626168224299065,0.1111111111111111,-0.04091954022988509,-0.00036990000369896414,-0.1452145214521452,0.032378580323785794,-0.314421517072792,0.001859397895530357,0.8571428571428571,0.925712916367122,0.14953271028037382,0.13675213675213677,-0.08091954022988512,-0.00036990000369896414,-0.1947194719471947,0.14632627646326274
64,64,0.8705357142857143,0.9139707644380541,0.1308411214953271,0.1282051282051282,-0.10820713238886182,-0.08326796965410832,-0.03795379537953794,0.15681818181818183,0.0031759961497417667,0.9751773164019999,0.8705357142857143,0.9139707644380541,0.1308411214953271,0.1282051282051282,-0.10820713238886182,-0.08326796965410832,-0.03795379537953794,0.15681818181818183
65,65,0.8883928571428571,0.9319434459621375,0.07476635514018691,0.1452991452991453,-0.031021006350757108,-0.016808699286166018,-0.1605222734254992,0.15698529411764706,0.5243211417381235,2.5376012557920546e-07,0.8303571428571429,0.8764278296988578,0.21495327102803738,0.1282051282051282,0.06008793356130915,-0.016808699286166018,0.24731182795698925,-0.2536764705882353
66,66,0.8973214285714286,0.9407300902628004,0.102803738317757,0.10256410256410256,-0.0060070270882919274,0.01944066515495091,-0.13038548752834467,0.04857142857142857,0.1365911908035351,0.18951140790638732,0.8973214285714286,0.9407300902628004,0.102803738317757,0.10256410256410256,-0.0060070270882919274,0.01944066515495091,-0.13038548752834467,0.04857142857142857
67,67,0.8526785714285714,0.9024682482626408,0.1308411214953271,0.1623931623931624,0.025490196078431282,-0.007505740920101922,-0.1137479541734861,0.024711168164313235,-0.3946036299930356,4.826201252194906e-06,0.8482142857142857,0.8998322549724418,0.12149532710280374,0.1794871794871795,0.04400871459694988,-0.007505740920101922,-0.4746317512274959,0.16367137355584083
68,68,0.8883928571428571,0.934819075005991,0.12149532710280374,0.10256410256410256,0.020763851533082356,-0.008392175200685914,-0.21194762684124388,0.04857142857142857,1.388091580880215,0.0,0.53125,0.6399073408419202,0.5607476635514018,0.38461538461538464,0.39085529854760626,-0.008392175200685914,0.6382978723404256,-0.96
69,69,0.8616071428571429,0.9249141305216071,0.14018691588785046,0.13675213675213677,-0.04356060606060608,-0.03792235268623434,-0.19067103109656303,0.1543554006968641,-0.02258324427210979,0.8308586699745539,0.8616071428571429,0.9249141305216071,0.14018691588785046,0.13675213675213677,-0.04356060606060608,-0.03792235268623434,-0.19067103109656303,0.1543554006968641
